x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.5801060199737549,0.3847701847553253,0.2414732277393341,0.15801803767681122,0.20856870710849762,0.287861704826355,0.24435138702392578,0.2685280442237854,0.2948986887931824,0.4067661464214325,0.3564112186431885,0.3670975863933563,0.39551013708114624,0.5189256072044373,0.46287864446640015,0.46373409032821655,0.48607879877090454,0.6119718551635742,0.5612417459487915,0.5604509711265564,0.5774837732315063,0.6206926107406616,0.6122950911521912,0.5490069389343262,0.45485249161720276,0.39030224084854126,0.41050004959106445,0.36412492394447327,0.416949987411499,0.4539439082145691,0.36567649245262146,0.35056594014167786,0.3959842324256897,0.42928045988082886,0.349645733833313,0.3539339005947113,0.38825562596321106,0.42193108797073364,0.3541512191295624,0.36152130365371704,0.3959043622016907,0.42366623878479004,-1.6334874999301974e-06,0.0030608156230300665,-0.005998618435114622,-0.005534339230507612,-0.0005995318642817438,-0.08333107829093933,-0.04107153043150902,0.009599783457815647,0.03523311764001846,-0.07751069217920303,-0.023155495524406433,0.017016077414155006,0.025527656078338623,-0.0568823367357254,-0.005326957441866398,0.02306419610977173,0.02065039984881878,-0.03314894810318947,0.009072638116776943,0.03959885612130165,0.05088292434811592,A
0.4985395073890686,0.6651326417922974,0.7620612382888794,0.7404084205627441,0.7225168347358704,0.6345654726028442,0.6287556290626526,0.631769061088562,0.6242753267288208,0.5288159847259521,0.5328155755996704,0.552882730960846,0.5448340773582458,0.43203073740005493,0.4329703450202942,0.4657841920852661,0.4596247971057892,0.3284754157066345,0.34176814556121826,0.38616064190864563,0.3867177367210388,0.7420092821121216,0.6783412098884583,0.5651895999908447,0.4585847854614258,0.37691521644592285,0.46035000681877136,0.3739941418170929,0.47533589601516724,0.5242109298706055,0.4688545763492584,0.38963377475738525,0.5107203125953674,0.5418846607208252,0.48859137296676636,0.4158773720264435,0.5296030640602112,0.5574167370796204,0.5198559761047363,0.45467543601989746,0.5295358896255493,0.5585015416145325,-1.439680886505812e-06,-0.06787092238664627,-0.08668413758277893,-0.09998569637537003,-0.09786389768123627,-0.037348583340644836,-0.11698922514915466,-0.14447589218616486,-0.14909206330776215,-0.030717967078089714,-0.1205226331949234,-0.13263356685638428,-0.12002921104431152,-0.037244636565446854,-0.13226161897182465,-0.1016998216509819,-0.05663340538740158,-0.04805604740977287,-0.1017734557390213,-0.07017763704061508,-0.03205473721027374,A
0.37268978357315063,0.5362570285797119,0.6546609997749329,0.6865784525871277,0.6805611848831177,0.481911301612854,0.5915952920913696,0.5923992395401001,0.5559883713722229,0.36866551637649536,0.5001222491264343,0.5077372789382935,0.4746938943862915,0.2791447639465332,0.398610383272171,0.4148387908935547,0.38510364294052124,0.19897612929344177,0.2996869385242462,0.33208951354026794,0.31589359045028687,0.7446132898330688,0.6767686605453491,0.5855170488357544,0.5113993883132935,0.44086310267448425,0.4265763759613037,0.4573068618774414,0.5477718114852905,0.5701621770858765,0.42892026901245117,0.49864351749420166,0.5985971689224243,0.606640100479126,0.46557319164276123,0.5502001047134399,0.6355621814727783,0.6348222494125366,0.518933892250061,0.6021366119384766,0.659932553768158,0.6541677117347717,-1.962637725227978e-06,-0.0718158707022667,-0.11973777413368225,-0.16628354787826538,-0.20208267867565155,-0.07993857562541962,-0.1722009778022766,-0.224680557847023,-0.2571984529495239,-0.08610110729932785,-0.16540490090847015,-0.18634679913520813,-0.19779159128665924,-0.10344195365905762,-0.17797395586967468,-0.16483356058597565,-0.15185174345970154,-0.13012029230594635,-0.1764535754919052,-0.16999037563800812,-0.16107821464538574,A
0.40698331594467163,0.526127815246582,0.609228253364563,0.5920149087905884,0.5698787569999695,0.5015655159950256,0.5027374029159546,0.5111036896705627,0.502435028553009,0.42136186361312866,0.423892080783844,0.4503050744533539,0.4399637281894684,0.34896230697631836,0.3517075777053833,0.3822046220302582,0.37428706884384155,0.27035361528396606,0.28478553891181946,0.3214581608772278,0.3171757459640503,0.7153729200363159,0.6624924540519714,0.5828016400337219,0.49922817945480347,0.4386819005012512,0.4974331259727478,0.43689486384391785,0.5162599086761475,0.5386041402816772,0.5080507397651672,0.4568684697151184,0.5482701063156128,0.5537922382354736,0.5257879495620728,0.4778091311454773,0.5614364743232727,0.5664703249931335,0.5486166477203369,0.5116834044456482,0.5644822120666504,0.5778230428695679,-7.870380613894667e-07,-0.0628940537571907,-0.08138258010149002,-0.0904594212770462,-0.08457661420106888,-0.044849470257759094,-0.10310294479131699,-0.12251383811235428,-0.12722711265087128,-0.03375208377838135,-0.09489330649375916,-0.10356809943914413,-0.09973178058862686,-0.032456401735544205,-0.10008449852466583,-0.0785936713218689,-0.05077280476689339,-0.03505749627947807,-0.07413738965988159,-0.0523337721824646,-0.027788398787379265,A
0.4282326102256775,0.5494149327278137,0.6314675211906433,0.6248329877853394,0.5902804732322693,0.5189515352249146,0.5169677138328552,0.5292736291885376,0.5215559601783752,0.4314437508583069,0.4375606179237366,0.4660654366016388,0.4587632715702057,0.35559526085853577,0.36280620098114014,0.39801937341690063,0.39351963996887207,0.27738675475120544,0.28618091344833374,0.33087992668151855,0.33190053701400757,0.5350798964500427,0.47640693187713623,0.3948247730731964,0.3092023730278015,0.2488173544406891,0.3057970702648163,0.24348291754722595,0.3272632360458374,0.36004918813705444,0.31833040714263916,0.2669338583946228,0.3628429174423218,0.3811399042606354,0.34208130836486816,0.29256752133369446,0.38030943274497986,0.3962129056453705,0.3752303421497345,0.32854586839675903,0.38551878929138184,0.4043634533882141,-1.0742612630565418e-06,-0.057336755096912384,-0.08008239418268204,-0.09479060024023056,-0.09563383460044861,-0.06728781759738922,-0.12416960299015045,-0.13592402637004852,-0.1358657032251358,-0.06239328905940056,-0.13533735275268555,-0.14561037719249725,-0.14216306805610657,-0.06271003931760788,-0.13555234670639038,-0.10645660012960434,-0.07326249778270721,-0.06604037433862686,-0.1072201207280159,-0.07764996588230133,-0.047663573175668716,A
0.44337671995162964,0.30678847432136536,0.245217964053154,0.2537155747413635,0.29897767305374146,0.35045143961906433,0.33534467220306396,0.31960269808769226,0.32989197969436646,0.4100218415260315,0.38766735792160034,0.3737378418445587,0.3922414779663086,0.4681259095668793,0.4451252818107605,0.42266014218330383,0.44373181462287903,0.5444854497909546,0.5225500464439392,0.4873882234096527,0.4890110194683075,0.6329310536384583,0.5801576972007751,0.5105717778205872,0.44261741638183594,0.4029088020324707,0.45680010318756104,0.39178967475891113,0.44064682722091675,0.47952765226364136,0.452058881521225,0.37829986214637756,0.44921964406967163,0.48945125937461853,0.44848230481147766,0.3710571527481079,0.4454740583896637,0.495822548866272,0.4507286250591278,0.3744657635688782,0.41507625579833984,0.45509588718414307,-1.31971967221034e-06,0.01522444561123848,0.03607462719082832,0.041143424808979034,0.05252642557024956,0.10530126839876175,0.07593060284852982,0.05107097700238228,0.042736418545246124,0.08829711377620697,0.05337991192936897,0.03515820577740669,0.03871520981192589,0.06146838515996933,0.025820624083280563,0.03624655678868294,0.06075539067387581,0.033824291080236435,0.02324923872947693,0.04385560750961304,0.06818760931491852,A
0.4583609402179718,0.5648683309555054,0.6238374710083008,0.5911093354225159,0.5676844120025635,0.49358028173446655,0.48735812306404114,0.5153473615646362,0.5085499286651611,0.40894150733947754,0.41144731640815735,0.46067503094673157,0.451997309923172,0.3383972942829132,0.3412870764732361,0.3926254212856293,0.38389429450035095,0.26894623041152954,0.273284912109375,0.3235238790512085,0.3177907466888428,0.5714227557182312,0.5015950798988342,0.40431180596351624,0.32136523723602295,0.2636599838733673,0.327784925699234,0.270352840423584,0.35932931303977966,0.38082486391067505,0.35425034165382385,0.3007930815219879,0.3946336507797241,0.39975011348724365,0.3840196430683136,0.33293744921684265,0.4176809787750244,0.42134466767311096,0.41979673504829407,0.3776002526283264,0.43009817600250244,0.44323715567588806,-1.221983325194742e-06,-0.06344872713088989,-0.07848253101110458,-0.0816679373383522,-0.06660519540309906,-0.05645199120044708,-0.11745839565992355,-0.13950364291667938,-0.14786432683467865,-0.045767344534397125,-0.11046624928712845,-0.1226835697889328,-0.1236661821603775,-0.04351068660616875,-0.1104612797498703,-0.08757872134447098,-0.061610616743564606,-0.045219242572784424,-0.0780382752418518,-0.050330717116594315,-0.024406611919403076,A
0.6704351902008057,0.44257256388664246,0.3342609405517578,0.27361831068992615,0.1982227861881256,0.4299664795398712,0.30954140424728394,0.25600162148475647,0.24624712765216827,0.5363495945930481,0.3911997377872467,0.344127893447876,0.34422066807746887,0.6112027168273926,0.4657187759876251,0.4152162969112396,0.4122566878795624,0.6573760509490967,0.5338966250419617,0.4831811189651489,0.4738142490386963,0.7068485617637634,0.6696246862411499,0.5561442971229553,0.4372555613517761,0.33756160736083984,0.4125898480415344,0.35363316535949707,0.37439852952957153,0.4004794955253601,0.3971751630306244,0.3589515686035156,0.41690945625305176,0.4587538540363312,0.4082273244857788,0.3735605776309967,0.42266279458999634,0.46982342004776,0.4182211458683014,0.4016198515892029,0.43239155411720276,0.46519914269447327,-1.5409354148232524e-07,-0.06445866078138351,-0.08688242733478546,-0.0856865867972374,-0.08215022087097168,-0.029967984184622765,0.0898015946149826,0.1939821094274521,0.26013997197151184,0.04708552733063698,0.18494045734405518,0.2690715789794922,0.31191277503967285,0.12961354851722717,0.2542520761489868,0.29435959458351135,0.29402995109558105,0.20960989594459534,0.3020491302013397,0.33071261644363403,0.3363003730773926,A
0.3772834539413452,0.5061523914337158,0.5848179459571838,0.5723161697387695,0.542136013507843,0.5005531311035156,0.48354122042655945,0.4916521906852722,0.4955006241798401,0.4093151092529297,0.40816500782966614,0.43124493956565857,0.4372028708457947,0.3329988121986389,0.33579498529434204,0.36528390645980835,0.3675929605960846,0.2578897476196289,0.2725520133972168,0.30050036311149597,0.2965824007987976,0.6716699004173279,0.6388779878616333,0.5501234531402588,0.4537582993507385,0.39538338780403137,0.46424970030784607,0.39884626865386963,0.48038822412490845,0.5098830461502075,0.4767209589481354,0.4234507083892822,0.5184658765792847,0.5266363024711609,0.5003370642662048,0.45210790634155273,0.5353444218635559,0.5421416163444519,0.5225581526756287,0.49033504724502563,0.5407456755638123,0.5474475622177124,-5.195703920435335e-07,-0.03970245644450188,-0.05757904425263405,-0.07112617790699005,-0.07403650879859924,-0.06434701383113861,-0.11479569971561432,-0.12304143607616425,-0.12445984780788422,-0.06806941330432892,-0.12182726711034775,-0.12013674527406693,-0.11569292098283768,-0.0768798440694809,-0.13771358132362366,-0.11012522876262665,-0.08372455835342407,-0.08776823431253433,-0.1294259876012802,-0.11117097735404968,-0.09327302873134613,A
0.5355220437049866,0.6870752573013306,0.7787151336669922,0.7390822768211365,0.6999810934066772,0.6187254190444946,0.5854060649871826,0.6198804378509521,0.627032995223999,0.5016493797302246,0.4898066222667694,0.5467188954353333,0.5469062924385071,0.40228018164634705,0.39116036891937256,0.45160233974456787,0.4546482264995575,0.304680734872818,0.3043813109397888,0.36686599254608154,0.3719380795955658,0.6175851821899414,0.5396195650100708,0.4134836494922638,0.29503098130226135,0.20718345046043396,0.3122716546058655,0.22489459812641144,0.33936548233032227,0.37192562222480774,0.34391605854034424,0.2644982933998108,0.38920286297798157,0.3999430239200592,0.3792555034160614,0.30919334292411804,0.4240046739578247,0.43227893114089966,0.4197281002998352,0.3655957281589508,0.4400029182434082,0.4574580490589142,-1.5111371567400056e-06,-0.09998553991317749,-0.13130474090576172,-0.14513716101646423,-0.1347263753414154,-0.09468670934438705,-0.18636198341846466,-0.21352262794971466,-0.21904079616069794,-0.07433725893497467,-0.17645375430583954,-0.18788187205791473,-0.179575115442276,-0.06710604578256607,-0.17031487822532654,-0.13311591744422913,-0.08811106532812119,-0.06649130582809448,-0.12062989175319672,-0.08460959792137146,-0.047060925513505936,A
